EMAIL_NAME,EMAIL_SCORE,REQUIRED_SCORE,MATCHING_RULES
50.eml,1.06/5.00,(HAS_LATE_ON_BODY|DCC_CHECK)
41.eml,19.49/5.00,(HAS_GRATIS_ON_BODY|HAS_EUROS_ON_BODY|HAS_ASEGURARSE_ON_BODY|HAS_CLIENTES_ON_BODY|HAS_DIRECCION_ON_BODY|HAS_RESERVADO_ON_BODY|HAS_UVIGO_ON_BODY|HAS_ACUERDO_ON_BODY|HAS_MENCIONADA_ON_BODY|HAS_SITIO_ON_BODY|HAS_PERTENECEN_ON_BODY|HAS_RESPECTIVO_ON_BODY|HAS_ALTA_ON_BODY|HAS_NUEVA_ON_BODY|HAS_MOMENTO_ON_BODY|HAS_ONLINE_ON_BODY|HAS_DINERO_ON_BODY|HAS_SERVICIO_ON_BODY|HAS_MENSAJE_ON_BODY|HAS_HOGAR_ON_BODY|HAS_CORREO_ON_BODY|HAS_GRATUITO_ON_BODY|HAS_CONTRATAR_ON_BODY|HAS_MENSAXE_ON_BODY|HAS_NUESTRA_ON_BODY)
